code	Konstanz.Archive.number	URL.number	Basis	Variants	Universal	Universal.short	Universal.shorter	Domain_general	Domain_if_part	Domain_then_part	formal.formula	harmony_status	Details.source	Details.source2	citation.scores	Size..review.of.original.	Bias.in.sample..review.of.original.	Bias.2	Bias.3	Sense..review.of.original.	Implementation..review.of.original.	Implementation..review.of.original..1	BT_EDGE_BF	brmsQ_Fixed_V3_Estimate	brmsQ_Fixed_V3_low_95_CI	brmsQ_Fixed_V3_upp_95_CI	brmsQ_Fixed_V3_SIG	uncon_Fixed_V3_Estimate	uncon_Fixed_V3_low_95_CI	uncon_Fixed_V3_upp_95_CI	uncon_Fixed_V3_SIG	FAM_Fixed_V3_Estimate	FAM_Fixed_V3_low_95_CI	FAM_Fixed_V3_upp_95_CI	FAM_Fixed_V3_SIG	median_BF	o95HDI_lower	o95HDI_higher	o95HDI_SIG	brms_spa_phy_median_Estimate	brms_spa_phy_median_l_95_CI	brms_spa_phy_median_u_95_CI	brms_support	supported
0513KA	513 (used to be 515 in the old version)	515	"30 languages of Greenberg 1963 sample Source Greenberg 1963: 95, #36"	NA	"Universal 36. If a language has the category of gender, it always has the category of number."	gender > number	gender > number	hierarchy	gender	number	"sum(GB030:1,GB051:1,GB052:1,GB053:1,GB054:1,GB192:1,GB321:1, GB198:1) > 0, > sum(GB041:1,GB042:1,GB043:1,GB044:1,GB165:1,GB166:1,GB316:1,GB317:1,GB318:1,GB319:1,GB320:1) > 0"	NA	Greenberg 1963 no. 36	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	NA	"OK, we cannot tell if the implementation captures what Greenberg thought of as ""having gender"" or ""number"""	OK	49.607163	1.00250783	0.42504697	1.6663348	SIG	1.108235	0.9060739	1.307223	SIG	0.71855227	0.12145976	1.2910609	SIG	36.5290075	20.99188	65.133858	SIG	1.039610226	0.449059575	1.695350875	yes	SIG
0516KA	516 (used to be 518 in the old version)	518	"30 languages of Greenberg 1963 sample Source Greenberg 1963: 96, #43"	NA	"Universal 43. If a language has gender categories in the noun, it has gender categories in the pronoun."	Gender Nouns > Gender ProN	gender noun > gender pron	hierarchy	gender	gender	"sum(GB051:1,GB052:1,GB053:1,GB054:1,GB192:1,GB321:1) > 0, sum(GB030:1,GB196:1,GB197:1) > 0"	NA	Greenberg 1963 no. 43	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	"Berg (2020) has shown this is a well-supported universal in a sample of 500 languages (Berg, Thomas. 2020. ÔNominal and Pronominal Gender: Putting GreenbergÕs Universal 43 to the TestÕ. STUF - Language Typology and Universals 73 (4): 525_74.)"	"OK, Grambank doesn""t capture how gender is marked on the noun"	OK	129.40297	2.74608239	1.49402331	3.9843689	SIG	2.503419	2.272985	2.732256	SIG	2.6053989	1.563755481	3.7644976	SIG	138.472888	127.483322	149.551352	SIG	2.822281339	1.58333275	4.030977625	yes	SIG
0517KA	517 (used to be 519 in the old version)	519	"30 languages of Greenberg 1963 sample Source Greenberg 1963: 96, #44"	NA	"If a language has gender distinctions in the 1st person, it always has gender distinctions in the 2nd or 3rd person, or in both."	gender (1) > gender (2 &| 3)	gender (1) > gender (2 &| 3)	hierarchy	gender	gender	GB197:1 > (GB030:1 | GB196:1)	NA	"Greenberg 1963: 96, #44"	Greenberg 1963	6329	30	yes; overrepresentation of Eurasia and underrepresentation of other areas	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	19.267934	2.9440843	1.56026192	4.6236844	SIG	2.667344	1.775283	3.684822	SIG	2.3687504	0.11020456	4.6659081	SIG	16.1022735	12.899011	18.816232	SIG	3.01420358	1.655177	4.768541375	yes	SIG
0521KA	521 (used to be 523 in the old version)	523	languages surveyed by Moravcsik 1997 Source Moravcsik 1997: 317	NA	"In more than one language, and possibly in all, if the adnominal adjective agrees with the noun, so does the adnominal demonstrative."	Adj agree noun > Dem agree noun	Adj agr noun > Dem agr noun	hierarchy	agreement	agreement	GB170:1 | GB184:1 > GB171:1 | GB185:1	NA	Moravcsik 1997: 317	Moravcsik 1997	15	50	Eurasia	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	97.204129	1.9040929	1.414412501	2.4398183	SIG	2.293028	2.059591	2.535539	SIG	1.6067704	0.44086117	2.6757303	SIG	108.358354	100.291745	118.987085	SIG	1.899022262	1.404146375	2.415935375	yes	SIG
0564KA	564 (used to be 566 in the old version)	566	"unspecified Source Cuny 1906: 2, Gray 1939: 181, Jensen 1952: 9"	NA	"If the Dual extends to nouns, it also extends to pronouns."	Du (noun) > Du (pronoun)	Du (noun) > Du (pronoun)	hierarchy	number	number	(GB043:1|GB317:1) > GB031:1	NA	"Cuny 1906: 2, Gray 1939: 181, Jensen 1952: 9"	Cuny 1906	71	60	"pretty decent across the world, but IE is widely sampled"	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	105.222508	3.29530381	2.50315905	4.1844818	SIG	2.717877	2.361082	3.07967	SIG	3.25407475	2.29421506	4.3787629	SIG	106.673016	99.138307	115.018008	SIG	3.309909363	2.48807	4.220154625	yes	SIG
0569KA	569 (used to be 572 in the old version)	572	Indo-European languages Source Renzi 1992: 161-176	NA	No (Indo-European) language does without both morphological case marking and articles.	no case (noun) > article	no case (noun) > article	other	case	other	GB070:0 & GB072:0 > GB020|GB021|GB022|GB023:1	NA	Renzi 1992: 161-176	Renzi 1992	27	26	Almost entirely IE	exclusively samples one family or area	exclusively samples one family or area	"This was never intended as a universal, I think. The universal is stated on p. 162."	"OK, we could have implemented the reverse (-art > +case) but it doesn""t seem worth it for this universal"	OK	12.855155	-0.1972148	-0.8827053	0.4083242	NOT SIG	0.4860545	0.3135797	0.66419825	SIG	0.4924172	-0.335290228	1.376804	NOT SIG	10.5889715	0.74021	29.03411	NOT SIG	-0.185753999	-0.830178425	0.448218425	no	NOT SIG
0572KA	572 (used to be 575 in the old version)	575	"English, Russian (both Indo-European), Hebrew (Semitic, Afro-Asiatic), Georgian (S. Caucasian), Japanese (Japanese-Ryukyuan) Source Gil 1987: 254-269"	NA	"If a language has obligatory marking of (in)definiteness, then it has obligatory marking of nominal plurality (but not vice versa)."	obli (in)Def marking > obli PL marking (noun)	obli (in)Def mark > obli PL mark	other	other	other	GB020|GB021:1 >  GB041|GB044|GB318:1	NA	Gil 1987: 254-269	Gil 1987	136	5	"2 Indo-European languages, otherwise different language families"	NA	NA	NA	"OK, we cannot capture obligatoriness of the marking"	OK	-0.753958	0.35101722	-0.082031378	0.7268831	NOT SIG	0.358966	0.1656534	0.5458358	SIG	0.200693279	-0.310537555	0.6694991	NOT SIG	3.4971165	-19.669555	54.258889	NOT SIG	0.334822548	-0.084110603	0.715500225	no	NOT SIG
0573KA	573 (used to be 576 in the old version)	576	"English, Russian (both Indo-European), Hebrew (Semitic, Afro-Asiatic), Georgian (S. Caucasian), Japanese (Japanese-Ryukyuan) Source Gil 1987: 254-269"	NA	"If a language has obligatory marking of (in)definiteness, then it has no obligatory marking of numeral classification (but not vice versa)."	obli (in)Def marking > no obli numeral classifier	obli (in)Def mark > no obli NumCl	other	other	other	GB020|GB021:1 > GB057:0	NA	Gil 1987: 254-269	Gil 1987	136	5	"2 Indo-European languages, otherwise different language families"	NA	NA	NA	"OK, we cannot capture obligatoriness of the marking"	OK	-0.778668	-0.27268927	-0.876350579	0.3329066	NOT SIG	-0.3911802	-0.6195669	-0.1698768	SIG	-0.4897507	-1.26471548	0.3241325	NOT SIG	-7.465075	-12.730152	1.641972	NOT SIG	-0.237893599	-0.82234935	0.336795988	no	NOT SIG
0577KA	577 (used to be 580 in the old version)	580	"unspecified Source Moravcsik 1993, Sugomoto 1989"	NA	"If any inflectional category is expressed through suppletion in nouns, it is also expressed suppletively in pronouns or verbs."	suppl noun > suppl pron|verb	suppl infl noun > suppl infl Pron|verb	hierarchy	other	other	GB041:1 > GB109:1	NA	"Moravcsik 1993, Sugomoto 1989"	unknown source2	16	NA	NA	NA	NA	NA	"OK, we can only test a limited version of the universal, as we don""t track suppletion in non-possessive pronouns"	OK	9.323382	1.5575003	0.37471599	2.5438813	SIG	1.601559	1.170096	2.014796	SIG	1.83921739	0.7135416	3.0368072	SIG	14.473684	9.435996	22.91136	NOT SIG	1.54108348	0.430935238	2.476531875	yes	NOT SIG
0582KA	582 (used to be 585 in the old version)	585	"Moravcsik 1993, data from Hurford & Kirby 1995"	NA	"If there is any inflection in nouns, there are also some inflections in pronouns."	inflection (noun) > inflection (pronoun)	infl (noun) > infl (pronoun)	hierarchy	inflection	inflection	(GB042:1|GB043:1|GB044:1|GB165:1|GB166:1|GB430:1|GB431:1|GB432:1|GB433:1) > (GB030:1|GB071:1|GB073:1|GB196:1|GB197:1)	NA	"Moravcsik 1993, data from Hurford & Kirby 1995"	unknown source1	16	NA	NA	NA	NA	NA	"OK, Grambank probably doesn""t cover all possible types of inflection on nouns and pronouns"	OK	20.454376	0.8259797	-0.28917693	1.831868	NOT SIG	0.8057776	0.6001761	1.017298	SIG	1.0535197	-0.3616379	2.4641152	NOT SIG	14.9631965	7.405026	22.580307	NOT SIG	0.817298063	-0.324744163	1.87099525	no	NOT SIG
0612KA	612 (used to be 615 in the old version)	615	languages surveyed in Haiman & Munro 1983 Source Haiman & Munro 1983: xv	NA	"If there is Switch-Reference marking, languages will mostly be verb-final."	switch-reference marking > V-final	switch-reference > V-final	broad word order	other	word order	GB151:1 > GB131:0 & GB132:0 & GB133:1	NA	Haiman & Munro 1983: xv	Haiman & Munro 1983	309	75	no	no bias	no bias	NA	perfect	perfect	24.598727	1.8992717	1.00428148	2.8353709	SIG	1.922662	1.625599	2.232044	SIG	1.542069	0.47498124	2.5624305	SIG	26.346034	13.929657	36.524968	SIG	2.027923996	1.114434625	2.998356125	yes	SIG
0668KA	668 (used to be 671 in the old version)	671	79 languages surveyed in Ultan 1978c Source Ultan 1978c: 232	a	Most question particles occur in sentence-initial (or enclitic to the initial constituent) or in sentence-final position. Question particles almost always occur finally in SOV languages and show a greater tendency to occur initially in other types.	SOV > Sent-Q	SOV > Sent-Q	narrow word order	word order	word order	GB131:0 & GB132:0 & GB133:1 > GB263:1	BDT Dryer 1992	Ultan 1978c: 232	Ultan 1978c	1	75	bias towards Eurasia	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	-6.658725	0.79484223	-0.31307084	1.9658226	NOT SIG	0.2744721	0.06611195	0.4853425	SIG	0.84925233	-0.29475361	2.03166	NOT SIG	-6.3801685	-12.82234	7.800875	NOT SIG	0.695354365	-0.376877087	1.834510875	no	NOT SIG
0798KA	798 (used to be 801 in the old version)	798	"317 language sample from Nartey 1979 Source Nartey 1979: 37, cited also in Lass 1984: 155"	NA	"The Tensedness Universals of Adjective Encoding: A. If a language is tensed, it will have nouny adjectives."	tensed > N-like Pred Adj	tensed > N-like Pred Adj	other	other	other	GB082:1|GB083:1|GB084:1 > GB068:1	NA	Stassen 1997: 9.2;ÊWetzer 1996: 285	Stassen 1997	1099	410	bias towards old World	bias against the Pacific/Papua/Australia	"bias against the Pacific, PNG, Australia, and/or South America"	NA	"OK, using future/present/past tense to approximate Stassen""s relative/absolute tense is an approximation"	OK	15.288522	-0.37999233	-1.05571016	0.5930439	NOT SIG	-1.0796266	-1.2714291	-0.8823338	SIG	-0.83329534	-1.81367117	0.09249962	NOT SIG	20.4210405	11.017922	33.16848	SIG	-0.408019394	-1.106955375	0.523336588	no	NOT SIG
0822KA	822 (used to be 825 in the old version)	825	"languages mentioned in Downing 1978, Keenan 1985b Source Keenan 1985b: 164; Downing 1978: 400; unpublished statements of KeenanÕs about verb-initial languages reproduced in D.Payne 1990: 14"	NA	"Correlatives are limited to verb-final languages, and in fact, are largely limited to ""loose"" verb-final ones, namely which permit some NPs, especially ""heavy"" ones to occur to the right of the verb without any special effect of foregrounding or backgrounding."	correlative Rel > V-final;	correlative Rel > V-final;	broad word order	other	word order	GB330:1 > GB131:0 & GB132:0 & GB133:1	NA	Keenan 1985b: 164; Downing 1978: 400; unpublished statements of KeenanÕs about verb-initial languages reproduced in D.Payne 1990: 14	Keenan 1985b	306	NA	NA	NA	NA	NA	"OK, we cannot capture ""loose"" verb-final languages, only verb-final languages"	OK	6.913155	1.02339664	0.344339195	1.7525709	SIG	0.8901059	0.5453938	1.24639	SIG	0.4944047	-0.72950604	1.5416997	NOT SIG	5.07126	0.618738	8.641508	NOT SIG	0.95834422	0.297076188	1.6504765	yes	NOT SIG
0837KA	837 (used to be 840 in the old version)	840	50 languages of Bybee 1985b sample; see Bybee 1985b: 215-6 Source Bybee 1985b: 46-47	NA	"VSO languages tend to have Person-Number inflection. Standardized: IF basic order is VSO, THEN there is very likely to be verbal person-number inflection or both person-number and tense-aspect-mood inflection, but not verbal tense-aspect-mood without person-number inflection."	VSO > person & number inflection	VSO > person & number infl	broad word order	word order	other	GB131:1 & GB132:0 & GB133:0 > (GB091:1 | GB092:1 | GB093:1 | GB094:1) | ((GB091:1 | GB092:1 | GB093:1 | GB094:1) & (GB082:1 | GB083: 1| GB084:1 | GB086:1 | GB312:1))	NA	Bybee 1985b: 46-47	Bybee 1985b	147	50	quite diverse sample	no bias	no bias	NA	"OK, we cannot capture the difference between VSO and VOS even though it matters for this universal; since we conflate verb-initial with VSO elsewhere, we keep this universal in"	OK	0.285542	0.22780126	-1.06441087	1.665679	NOT SIG	-0.03183847	-0.3555194	0.2881926	NOT SIG	0.4944818	-1.5087505	2.5882988	NOT SIG	-13.6991685	-19.087324	6.468183	NOT SIG	0.280646028	-0.983925025	1.664080375	no	NOT SIG
0889aKA	889 (used to be 892 in the old version)	892	"languages in Lehmann 1973, Lehmann 1974, Lehmann 1978 a-d Source W.P.Lehmann 1973, W.P.Lehmann 1974, W.P.Lehmann 1978 a-d, as summarized in Plank 1996, Plank 1998"	a	OV languages tend to have suffixes and VO languages prefixes.	OV > suffixes	OV > suffixes	broad word order	word order	other	GB131:0 & (GB132:1 | GB133:1) > GB080|GB089|GB091|GB093|GB432|GB433:1	NA	"W.P.Lehmann 1973, W.P.Lehmann 1974, W.P.Lehmann 1978 a-d, as summarized in Plank 1996, Plank 1998"	W.P.Lehmann 1978b	849	90	reasonably diverse	no bias	no bias	NA	OK; GB131:0&GB132:1 could lead to the inclusion of VO languages; our suffixation features do not exhaustively capture all suffixation	OK	-7.666626	0.03486975	-1.52069693	1.6022754	NOT SIG	-0.6086163	-1.002942	-0.2312892	SIG	-0.02723863	-1.414278	1.4020426	NOT SIG	-4.651509	-10.609872	5.51048	NOT SIG	-0.021650157	-1.49402775	1.485113125	no	NOT SIG
0889bKA	889 (used to be 892 in the old version)	892	"languages in Lehmann 1973, Lehmann 1974, Lehmann 1978 a-d Source W.P.Lehmann 1973, W.P.Lehmann 1974, W.P.Lehmann 1978 a-d, as summarized in Plank 1996, Plank 1998"	b	OV languages tend to have suffixes and VO languages prefixes.	VO > prefixes	VO > prefixes	broad word order	word order	other	(GB131:1 | GB132:1) & GB133:0 > GB079|GB090|GB092|GB094|GB430|GB431:1	NA	"W.P.Lehmann 1973, W.P.Lehmann 1974, W.P.Lehmann 1978 a-d, as summarized in Plank 1996, Plank 1998"	W.P.Lehmann 1978b	849	90	reasonably diverse	no bias	no bias	NA	"OK, GB133:0&GB132:1 could theoretically (though less likely) lead to the inclusion of some OV languages; our prefixation features do not exhaustively capture all prefixation"	OK	-1.821317	0.875921	-0.30846813	2.125636	NOT SIG	0.8613342	0.668584	1.0621878	SIG	0.5881704	-0.66686114	1.7409087	NOT SIG	-6.3061405	-14.9634	6.730338	NOT SIG	0.887791145	-0.244109912	2.101101	no	NOT SIG
0917aKA	917 (used to be 920 in the old version)	920	"316-language sample in Dryer 1988a and 345-language sample in Dryer 1988b Source Dryer 1988a: 191, Dryer 1988b: 98"	n	Consistent OV languages are consistently left-branching (placing phrasal constituents before nonphrasal ones) while consistent VO languages are consistently right-branching.	VO > Qpart-S	VO > Qpart-S	narrow word order	word order	word order	(GB131:1 | GB132:1) & GB133:0 > GB262:1	BDT Dryer 1992	"Dryer 1988a: 191, Dryer 1988b: 98"	Dryer 1988a	469	316	quite diverse -- note that it is a sample of all languages in a 400-lang sample for which basic word order can be determined (i.e. it is itself a convenience sample rather than a carefully constructed sample)	no bias	no bias	NA	"OK, GB133:0&GB132:1 could theoretically (though not terribly likely) lead to the inclusion of some OV languages"	OK	-7.904366	0.27564595	-1.03392228	1.6247899	NOT SIG	0.56105313	0.25943953	0.8665327	SIG	0.37055975	-1.38974898	2.1314543	NOT SIG	-6.1558035	-16.972069	4.392127	NOT SIG	0.559786382	-0.787383163	1.913805	no	NOT SIG
0917bKA	917 (used to be 920 in the old version)	920	"316-language sample in Dryer 1988a and 345-language sample in Dryer 1988b Source Dryer 1988a: 191, Dryer 1988b: 98"	u	Consistent OV languages are consistently left-branching (placing phrasal constituents before nonphrasal ones) while consistent VO languages are consistently right-branching.	OV > Gen-N	OV > Gen-N	narrow word order	word order	word order	GB131:0 & (GB132:1 | GB133:1)  > GB065:1	BDT Dryer 1992	"Dryer 1988a: 191, Dryer 1988b: 98"	Dryer 1988a	469	316	quite diverse	no bias	no bias	NA	"OK, GB133:0&GB132:1 could theoretically (though not terribly likely) lead to the inclusion of some OV languages"	OK	4.380808	2.5862824	1.32324201	4.1198417	SIG	1.6072716	1.3331159	1.890962	SIG	2.53665088	1.26913448	3.9354508	SIG	6.682006	-1.01828	26.045886	NOT SIG	2.632390296	1.42032075	4.102433	yes	NOT SIG
0917cKA	917 (used to be 920 in the old version)	920	"316-language sample in Dryer 1988a and 345-language sample in Dryer 1988b Source Dryer 1988a: 191, Dryer 1988b: 98"	w	Consistent OV languages are consistently left-branching (placing phrasal constituents before nonphrasal ones) while consistent VO languages are consistently right-branching.	OV > Rel-N	OV > Rel-N	narrow word order	word order	word order	GB131:0 & (GB132:1 | GB133:1) > GB328:1	BDT Dryer 1992	"Dryer 1988a: 191, Dryer 1988b: 98"	Dryer 1988a	469	316	quite diverse	no bias	no bias	NA	"OK, GB133:0&GB132:1 could theoretically (though not terribly likely) lead to the inclusion of some OV languages"	OK	-6.182291	0.1520586	-1.18757831	1.5168314	NOT SIG	0.9003388	0.5762158	1.244859	SIG	0.72328997	-0.74323742	2.2524996	NOT SIG	-0.154638	-11.514951	14.991562	NOT SIG	0.321255461	-1.06834275	1.73088325	no	NOT SIG
0964aKA	964 (used to be 968 in the old version)	968	sample of 125 languages in Dryer 1989a; sample of 543 languages in Dryer 1992 Source Dryer 1986: 100; Dryer 1989a: 88; Dryer 1992: 103-104	a	"VO languages exhibit a statistically greater tendency to place articles before the noun than OV languages do. To the opposite, the tendency to place the noun before the articles is higher among OV languages than it is among VO languages."	VO > Art-N	VO > Art-N	narrow word order	word order	word order	(GB131:1 | GB132:1) & GB133:0 > GB022:1	BDT Dryer 1992	"Dryer 1989a: 90, cited in Plank & Moravcsik 1996: 198"	Dryer 1989a	20	125	"quite diverse and global, but unclear exactly how representative it is (convenience sample of languages in a larger >500 sample with info coded for articles)"	no bias	no bias	NA	"OK, the implementation could allow for some OV languages, although this is unlikely"	OK	-1.235713	0.57238232	-0.6798313	1.8816488	NOT SIG	1.104096334	0.87639801	1.3342949	SIG	0.26575073	-1.67092064	2.0504002	NOT SIG	-0.7022405	-7.154288	20.784537	NOT SIG	0.62655117	-0.70978685	1.99267975	no	NOT SIG
0964bKA	964 (used to be 968 in the old version)	968	sample of 125 languages in Dryer 1989a; sample of 543 languages in Dryer 1992 Source Dryer 1986: 100; Dryer 1989a: 88; Dryer 1992: 103-104	b	"VO languages exhibit a statistically greater tendency to place articles before the noun than OV languages do. To the opposite, the tendency to place the noun before the articles is higher among OV languages than it is among VO languages."	OV > N-Art	OV > N-Art	narrow word order	word order	word order	GB131:0 & (GB132:1 | GB133:1) > GB023:1	BDT Dryer 1992	"Dryer 1989a: 90, cited in Plank & Moravcsik 1996: 198"	Dryer 1989a	20	125	"quite diverse and global, but unclear exactly how representative it is (convenience sample of languages with info coded for articles)"	no bias	no bias	NA	OK; GB131:0&GB132:1 could lead to the inclusion of VO languages	OK	-10.717638	0.79826574	-0.57792538	1.9765362	NOT SIG	0.835478	0.5291606	1.153753	SIG	1.10897415	-0.15136008	2.4824621	NOT SIG	-5.9363735	-11.057353	8.904412	NOT SIG	0.922995021	-0.361098813	2.05605275	no	NOT SIG
0982KA	982 (used to be 986 in the old version)	982	languages in Smith-Stark 1974 Source Smith-Stark 1974: 668	NA	"If a language has a locative comparative, then it is either SOV or VSO."	locative comparative > SOV | VSO	loc compa > SOV|VSO	broad word order	other	word order	GB266:1 > (GB131:1 | GB133:1) & GB132:0	NA	Stassen 1984: 157	Stassen 1984	81	110	no bias	no bias	no bias	NA	perfect	perfect	3.176853	0.914032	0.13243234	1.7573307	SIG	0.66967	0.4058738	0.9386832	SIG	1.0003493	0.002693098	2.0033852	SIG	0.9169695	-6.343371	7.68161	NOT SIG	0.937706272	0.131740638	1.815002625	yes	NOT SIG
0983KA	983 (used to be 987 in the old version)	987	sample of 110 languages Source Stassen 1984: 157	NA	"If a language has an exceed comparative, then it is SVO."	exceed comparative > SVO	exceed compa > SVO	broad word order	other	word order	GB265:1 > GB131:0 & GB132:1 & GB133:0	NA	Stassen 1984: 157	Stassen 1984	81	110	no bias	no bias	no bias	NA	"OK, could theoretically include OVS languages, but these are rare."	OK	22.071298	0.78659171	-0.6360459	1.8032258	NOT SIG	1.617059	1.352121	1.881401	SIG	0.9630033	-0.11942851	2.0108263	NOT SIG	21.6239745	12.845432	36.903664	SIG	0.787807045	-0.7265858	1.86425225	no	NOT SIG
1027aKA	1027 (used to be 1031 in the old version)	1031	sample of 300 languages Source Stassen 1997	a	"There are correlations between following parameters: VO word order, Non-tensedness, Non-casedness, WITH-Construction, Non-Absolute Converb. Standardized IF VO, THEN Non-tensedness, Non-casedness, WITH-Construction, and Non-Absolute Converb. IF Non-tensedness, THEN VO, Non-casedness, WITH-Construction, and Non-Absolute Converb. IF Non-casedness, THEN VO, Non-tensedness, WITH-Construction, and Non-Absolute Converb. IF AND-construction, THEN VO, Non-tensedness, Non-casedness, and Non-Absolute Converb. IF Non-Absolute Converb, THEN VO, Non-tensedness, Non-casedness, and WITH-Construction."	VO -> no morph tense | no  case	VO -> nomorph tense | no case	broad word order	word order	other	(GB131:1 | GB132:1) & GB133:0 > GB083:0|GB070:0	NA	Stassen 1997	Stassen 1997	788	410	bias towards old World	bias against the Pacific/Papua/Australia	"bias against the Pacific, PNG, Australia, and/or South America"	NA	"OK, this universal was chopped into different parts, we lack information on absolute converbs and the AND vs WITH-parameters; we decided to go  with a ""OR"" interpretation of the right hand statement, so perhaps our implementation is too weak."	OK	37.838679	2.02153074	0.6658329	3.4526715	SIG	2.165561	1.919395	2.42359	SIG	2.0514113	0.46020419	3.6970922	SIG	22.487343	14.395065	35.411463	SIG	2.255750963	0.92724505	3.66307725	yes	SIG
1027bKA	1027 (used to be 1031 in the old version)	1031	sample of 300 languages Source Stassen 1997	b	"There are correlations between following parameters: VO word order, Non-tensedness, Non-casedness, WITH-Construction, Non-Absolute Converb. Standardized IF VO, THEN Non-tensedness, Non-casedness, WITH-Construction, and Non-Absolute Converb. IF Non-tensedness, THEN VO, Non-casedness, WITH-Construction, and Non-Absolute Converb. IF Non-casedness, THEN VO, Non-tensedness, WITH-Construction, and Non-Absolute Converb. IF AND-construction, THEN VO, Non-tensedness, Non-casedness, and Non-Absolute Converb. IF Non-Absolute Converb, THEN VO, Non-tensedness, Non-casedness, and WITH-Construction."	no morph tense -> no case|VO	no morph tense -> no case | VO	broad word order	other	word order	GB083:0 > ((GB131:1 | GB132:1) & GB133:0)  | GB070:0	NA	Stassen 1997	Stassen 1997	788	410	bias towards old World	bias against the Pacific/Papua/Australia	"bias against the Pacific, PNG, Australia, and/or South America"	NA	"OK, this universal was chopped into different parts, we lack information on absolute converbs and the AND vs WITH-parameters; we decided to go  with a ""OR"" interpretation of the right hand statement, so perhaps our implementation is too weak."	OK	9.869237	0.8639978	0.004659847	1.6755386	SIG	1.445055	1.208555	1.6765756	SIG	1.5724965	0.42781182	2.8880706	SIG	13.364771	3.318389	21.75656	NOT SIG	0.965784243	0.150630588	1.743478625	yes	NOT SIG
1027cKA	1027 (used to be 1031 in the old version)	1031	sample of 300 languages Source Stassen 1997	c	"There are correlations between following parameters: VO word order, Non-tensedness, Non-casedness, WITH-Construction, Non-Absolute Converb. Standardized IF VO, THEN Non-tensedness, Non-casedness, WITH-Construction, and Non-Absolute Converb. IF Non-tensedness, THEN VO, Non-casedness, WITH-Construction, and Non-Absolute Converb. IF Non-casedness, THEN VO, Non-tensedness, WITH-Construction, and Non-Absolute Converb. IF AND-construction, THEN VO, Non-tensedness, Non-casedness, and Non-Absolute Converb. IF Non-Absolute Converb, THEN VO, Non-tensedness, Non-casedness, and WITH-Construction."	no case > no morph tense | VO	no case > no morph tense | VO	broad word order	other	word order	GB070:0 > GB083:0 | ((GB131:1 | GB132:1) & GB133:0)	NA	Stassen 1997	Stassen 1997	788	410	bias towards old World	bias against the Pacific/Papua/Australia	"bias against the Pacific, PNG, Australia, and/or South America"	NA	"OK, this universal was chopped into different parts, we lack information on absolute converbs and the AND vs WITH-parameters; we decided to go  with a ""OR"" interpretation of the right hand statement, so perhaps our implementation is too weak."	OK	41.247457	1.2861978	0.40744473	2.0669541	SIG	2.171784	1.9441643	2.4097542	SIG	1.70644535	0.90599639	2.5646511	SIG	43.968612	36.352663	59.912911	SIG	1.335739782	0.457733338	2.136812125	yes	SIG
1028aKA	1028	1032	sample of 300 languages Source Stassen 1997	a	"There are correlations between following parameters: OV word order, Tensedness, Casedness, AND-Construction, Absolute Converb. IF basic word order OV, THEN Tensedness, Casedness, AND-Construction, and Absolute Converb. IF Tensedness, THEN basic word order OV, Casedness, AND-Construction, and Absolute Converb. IF Casedness, THEN basic word order OV, Tensedness, AND-Construction, and Absolute Converb. IF AND-construction, THEN basic word order OV, Tensedness, Casedness, and Absolute Converb. IF Absolute Converb, THEN basic word order OV, Tensedness, Casedness, and AND-Construction."	OV -> morph tense | case	OV -> morph tense | case	broad word order	word order	other	GB131:0 & (GB132:1 | GB133:1) > GB083:1|GB070:1	NA	Stassen 1997	Stassen 1997	788	410	bias towards old World	bias against the Pacific/Papua/Australia	"bias against the Pacific, PNG, Australia, and/or South America"	NA	"OK, this universal was chopped into different parts, we lack information on absolute converbs and the AND vs WITH-parameters; we decided to go  with a ""OR"" interpretation of the right hand statement, so perhaps our implementation is too weak."	OK	-3.763691	-0.0262389	-2.21990445	1.4068075	NOT SIG	0.341378	0.1182842	0.5695209	SIG	-0.0752666	-1.17363058	1.0644278	NOT SIG	0.634128	-7.735401	12.796855	NOT SIG	0.082110087	-1.76832275	1.438885375	no	NOT SIG
